Cde;Dt;Livraison;Client ID;Produit ID;Qty;Rabais;Mode Livraison
CA-2022-121195;24/12/2022;28/12/2022;NS-18505;OFF-ST-10000585;2;20 %;First Class
CA-2022-106964;17/12/2022;19/12/2022;HR-14770;OFF-BI-10000320;2;20 %;First Class
CA-2022-143798;10/12/2022;12/12/2022;AW-10840;OFF-PA-10000788;2;20 %;First Class
CA-2022-157980;07/12/2022;08/12/2022;SH-20395;TEC-AC-10002567;2;20 %;First Class
CA-2022-123071;03/12/2022;06/12/2022;CC-12550;OFF-PA-10003729;2;20 %;First Class
CA-2022-145660;01/12/2022;04/12/2022;MG-17650;FUR-FU-10002885;2;20 %;First Class
CA-2022-121538;28/11/2022;01/12/2022;RH-19495;OFF-PA-10004071;2;20 %;First Class
CA-2022-100811;21/11/2022;23/11/2022;CC-12475;OFF-PA-10001204;2;20 %;First Class
US-2022-116491;11/11/2022;13/11/2022;PG-18820;TEC-PH-10004531;2;20 %;First Class
CA-2022-142622;30/10/2022;01/11/2022;JK-15625;FUR-CH-10003833;2;20 %;First Class
CA-2022-169362;12/10/2022;15/10/2022;SP-20860;TEC-AC-10001383;;20 %;First Class
CA-2022-157672;05/10/2022;06/10/2022;RB-19795;TEC-AC-10001714;2;20 %;First Class
US-2022-162558;02/10/2022;05/10/2022;Dp-13240;FUR-FU-10002364;2;20 %;First Class
CA-2022-103520;23/09/2022;25/09/2022;MH-17785;OFF-PA-10001846;annulé;20 %;First Class
CA-2022-131016;18/09/2022;21/09/2022;DC-12850;OFF-AR-10000122;2;20 %;First Class
US-2022-105697;25/08/2022;27/08/2022;JE-15715;OFF-ST-10003996;2;20 %;First Class
CA-2022-132738;04/08/2022;09/08/2022;HM-14860;OFF-PA-10001752;2;20 %;First Class
CA-2022-135034;01/08/2022;02/08/2022;AT-10735;TEC-PH-10003931;2;20 %;First Class
CA-2022-131618;17/06/2022;17/06/2022;LS-17200;OFF-PA-10001892;2;20 %;First Class
CA-2022-121643;18/05/2022;21/05/2022;AB-10105;TEC-PH-10002200;2;20 %;First Class
CA-2022-166576;16/05/2022;17/05/2022;JM-15865;OFF-ST-10002574;2;20 %;First Class
CA-2022-149489;24/04/2022;26/04/2022;DK-12835;OFF-AP-10002495;2;20 %;First Class
CA-2022-101700;23/04/2022;26/04/2022;SO-20335;OFF-EN-10003134;2;20 %;First Class
CA-2022-151484;20/04/2022;20/04/2022;CV-12805;FUR-FU-10001876;2;20 %;First Class
US-2022-121251;26/03/2022;28/03/2022;GM-14440;FUR-BO-10001918;2;20 %;First Class
CA-2022-138156;11/02/2022;14/02/2022;MM-17260;FUR-FU-10003601;2;20 %;First Class
CA-2022-145338;29/01/2022;02/02/2022;BD-11770;OFF-AR-10002053;annulé;20 %;First Class
CA-2022-164098;26/01/2022;26/01/2022;CG-12520;OFF-ST-10000615;2;20 %;First Class
CA-2022-162565;11/12/2022;14/12/2022;RR-19315;OFF-PA-10001937;2;20 %;Same Day
CA-2022-137505;24/11/2022;24/11/2022;BP-11290;FUR-TA-10000617;2;20 %;Same Day
CA-2022-103065;20/10/2022;21/10/2022;PT-19090;OFF-ST-10000617;2;20 %;Same Day
CA-2022-149146;12/10/2022;12/10/2022;SM-20320;OFF-PA-10003919;2;20 %;Same Day
CA-2022-146269;06/10/2022;08/10/2022;MH-17455;OFF-ST-10003208;2;20 %;Same Day
US-2022-142188;11/09/2022;14/09/2022;JF-15415;FUR-CH-10003199;2;20 %;Same Day
CA-2022-125115;10/04/2022;13/04/2022;RD-19930;OFF-PA-10004101;2;20 %;Same Day
CA-2022-101637;24/03/2022;25/03/2022;AC-10615;OFF-ST-10002352;2;20 %;Same Day
CA-2022-122763;20/03/2022;21/03/2022;HG-14845;OFF-PA-10000474;2;20 %;Same Day
CA-2022-128160;19/12/2022;24/12/2022;MM-17920;OFF-BI-10001510;2;20 %;Second Class
CA-2022-140585;18/12/2022;24/12/2022;RA-19915;OFF-BI-10003364;2;20 %;Second Class
CA-2022-137428;16/12/2022;21/12/2022;AY-10555;FUR-CH-10002774;2;20 %;Second Class
CA-2022-137463;16/12/2022;23/12/2022;KM-16225;OFF-BI-10003196;2;20 %;Second Class
CA-2022-166835;12/11/2022;18/11/2022;DK-13375;OFF-ST-10002574;2;20 %;Second Class
CA-2022-141425;02/11/2022;06/11/2022;AR-10825;OFF-SU-10000646;2;20 %;Second Class
CA-2022-111262;28/10/2022;01/11/2022;KH-16510;TEC-AC-10002167;2;20 %;Second Class
CA-2022-102218;02/09/2022;07/09/2022;LW-17215;OFF-LA-10002475;2;20 %;Second Class
CA-2022-154074;31/08/2022;07/09/2022;BW-11110;FUR-CH-10002331;2;20 %;Second Class
CA-2022-101210;25/08/2022;30/08/2022;DW-13540;OFF-AR-10003560;2;20 %;Second Class
CA-2022-124576;01/08/2022;06/08/2022;HK-14890;OFF-BI-10002735;;20 %;Second Class
CA-2022-101483;29/07/2022;04/08/2022;AG-10675;OFF-AP-10002082;2;20 %;Second Class
CA-2022-163006;30/06/2022;05/07/2022;GH-14410;TEC-PH-10002584;2;20 %;Second Class
CA-2022-151071;25/04/2022;29/04/2022;MB-18085;OFF-BI-10002103;2;20 %;Second Class
CA-2022-139416;27/03/2022;02/04/2022;AG-10270;FUR-FU-10003832;2;20 %;Second Class
CA-2022-101077;25/03/2022;29/03/2022;DB-13660;OFF-PA-10004239;2;20 %;Second Class
CA-2022-124436;19/03/2022;28/03/2022;SA-20830;OFF-BI-10001553;2;20 %;Second Class
CA-2022-129567;17/03/2022;21/03/2022;CL-12565;OFF-BI-10000014;2;20 %;Second Class
CA-2022-114370;14/03/2022;18/03/2022;BN-11470;TEC-PH-10000213;2;20 %;Second Class
CA-2022-154718;19/01/2022;23/01/2022;DL-12865;OFF-LA-10003714;2;20 %;Second Class
CA-2022-147207;02/01/2022;08/01/2022;TS-21655;OFF-AR-10001955;2;20 %;Second Class
US-2022-123463;23/12/2022;25/12/2022;GZ-14470;OFF-AR-10001118;4;0 %;Same Day
CA-2022-137456;21/12/2022;23/12/2022;RB-19465;FUR-FU-10001940;2;0 %;Same Day
CA-2022-107986;13/12/2022;15/12/2022;MW-18220;OFF-ST-10001325;3;0 %;Same Day
CA-2022-108294;10/12/2022;12/12/2022;LS-16975;OFF-BI-10004965;3;0 %;Same Day
CA-2022-152695;10/12/2022;14/12/2022;CC-12220;OFF-EN-10004030;3;0 %;Same Day
CA-2022-136875;03/12/2022;07/12/2022;TC-21295;OFF-PA-10000357;3;0 %;Same Day
CA-2022-162250;24/11/2022;25/11/2022;PR-18880;OFF-PA-10002137;1;0 %;Same Day
CA-2022-105543;24/11/2022;25/11/2022;BG-11695;OFF-ST-10003123;1;0 %;Same Day
CA-2022-107825;18/11/2022;20/11/2022;NB-18655;OFF-ST-10001321;6;0 %;Same Day
US-2022-157896;16/11/2022;17/11/2022;CB-12415;OFF-PA-10004092;3;0 %;Same Day
US-2022-118598;16/11/2022;16/11/2022;CM-12190;TEC-PH-10002583;6;0 %;Same Day
CA-2022-162096;10/11/2022;11/11/2022;TB-21190;OFF-AR-10002221;3;0 %;Same Day
CA-2022-163188;07/11/2022;08/11/2022;EC-14050;OFF-BI-10000756;9;0 %;Same Day
US-2022-153948;06/11/2022;09/11/2022;FM-14290;OFF-PA-10000157;3;0 %;Same Day
CA-2022-130211;22/10/2022;24/10/2022;BD-11620;OFF-ST-10000129;3;0 %;Same Day
CA-2022-145884;21/10/2022;21/10/2022;SL-20155;TEC-PH-10000895;8;0 %;Same Day
CA-2022-104822;20/10/2022;22/10/2022;RB-19465;OFF-LA-10002034;5;0 %;Same Day
US-2022-106145;26/09/2022;26/09/2022;RA-19885;OFF-EN-10001028;6;0 %;Same Day
CA-2022-160325;24/09/2022;28/09/2022;BP-11095;TEC-PH-10000984;2;0 %;Same Day
CA-2022-142391;24/09/2022;28/09/2022;PB-19150;FUR-FU-10002759;10;0 %;Same Day
CA-2022-137470;17/09/2022;21/09/2022;TP-21415;OFF-PA-10002001;2;0 %;Same Day
CA-2022-147725;14/09/2022;14/09/2022;LT-17110;OFF-AR-10001725;3;0 %;Same Day
CA-2022-149559;11/09/2022;14/09/2022;KF-16285;OFF-PA-10003172;annulé;0 %;Same Day
CA-2022-144484;11/09/2022;13/09/2022;CB-12025;FUR-FU-10000260;4;0 %;Same Day
CA-2022-122280;10/09/2022;14/09/2022;SH-20395;OFF-PA-10004911;2;0 %;Same Day
CA-2022-128783;07/09/2022;07/09/2022;TG-21640;TEC-AC-10002473;4;0 %;Same Day
CA-2022-145653;01/09/2022;01/09/2022;CA-12775;FUR-CH-10004875;7;0 %;Same Day
CA-2022-128041;01/09/2022;01/09/2022;RW-19540;OFF-AP-10001005;4;0 %;Same Day
CA-2022-137344;20/08/2022;25/08/2022;EM-13810;OFF-ST-10000344;3;0 %;Same Day
US-2022-103828;13/08/2022;18/08/2022;JK-15370;OFF-ST-10001325;3;0 %;Same Day
US-2022-118941;12/08/2022;15/08/2022;BB-11545;OFF-AR-10004078;3;0 %;Same Day
CA-2022-168109;03/07/2022;05/07/2022;JK-15640;TEC-AC-10003628;2;0 %;Same Day
US-2022-152002;11/06/2022;15/06/2022;DV-13465;OFF-PA-10000357;3;0 %;Same Day
CA-2022-133095;04/06/2022;06/06/2022;EH-14005;OFF-BI-10002353;7;0 %;Same Day
CA-2022-149468;20/05/2022;21/05/2022;AR-10405;OFF-BI-10002225;2;0 %;Same Day
US-2022-120607;19/05/2022;19/05/2022;JC-15775;OFF-PA-10003129;4;0 %;Same Day
CA-2022-143686;14/05/2022;18/05/2022;PJ-19015;FUR-FU-10000794;2;0 %;Same Day
CA-2022-133823;11/05/2022;11/05/2022;LP-17080;OFF-PA-10002870;6;0 %;Same Day
CA-2022-107552;05/05/2022;05/05/2022;AI-10855;OFF-PA-10002947;1;0 %;Same Day
US-2022-120197;30/03/2022;30/03/2022;TB-21400;OFF-AR-10000817;2;0 %;Same Day
CA-2022-147753;05/03/2022;08/03/2022;PK-19075;OFF-LA-10003537;2;0 %;Same Day
CA-2022-168123;05/03/2022;09/03/2022;JD-16060;OFF-FA-10002763;2;0 %;Same Day
CA-2022-161046;05/03/2022;07/03/2022;CB-12535;OFF-EN-10003862;4;0 %;Same Day
CA-2022-164329;30/01/2022;31/01/2022;MM-17920;OFF-ST-10001511;2;0 %;Same Day
CA-2022-125913;16/01/2022;18/01/2022;JO-15145;FUR-FU-10001487;4;0 %;Same Day
CA-2022-149699;22/12/2022;25/12/2022;CM-12115;TEC-AC-10000474;5;0 %;First Class
CA-2022-120376;22/12/2022;25/12/2022;TP-21130;TEC-AC-10001114;5;0 %;First Class
CA-2022-109589;21/12/2022;24/12/2022;BD-11635;TEC-AC-10003116;4;0 %;First Class
CA-2022-102099;18/12/2022;22/12/2022;EP-13915;OFF-AR-10003811;3;0 %;First Class
US-2022-125213;11/12/2022;12/12/2022;NB-18655;OFF-FA-10001561;3;0 %;First Class
CA-2022-148264;08/12/2022;08/12/2022;LF-17185;OFF-ST-10003327;3;0 %;First Class
CA-2022-130351;05/12/2022;05/12/2022;RB-19570;OFF-AP-10004532;3;0 %;First Class
US-2022-108063;02/12/2022;03/12/2022;AS-10090;OFF-AR-10001446;3;0 %;First Class
CA-2022-116715;02/12/2022;03/12/2022;VW-21775;OFF-ST-10004340;9;0 %;First Class
CA-2022-167395;02/12/2022;05/12/2022;KM-16720;OFF-AP-10001293;7;0 %;First Class
CA-2022-107314;30/11/2022;30/11/2022;MZ-17335;FUR-FU-10003489;3;0 %;First Class
CA-2022-102519;27/11/2022;28/11/2022;BM-11650;FUR-FU-10004091;1;0 %;First Class
CA-2022-135307;26/11/2022;01/12/2022;LS-17245;FUR-FU-10001290;3;0 %;First Class
CA-2022-123701;24/11/2022;24/11/2022;PG-18820;OFF-AR-10001860;4;0 %;First Class
CA-2022-111556;20/11/2022;21/11/2022;CD-11920;OFF-PA-10003651;7;0 %;First Class
US-2022-132444;18/11/2022;19/11/2022;CD-12280;OFF-ST-10003442;6;0 %;First Class
CA-2022-138163;17/11/2022;20/11/2022;XP-21865;OFF-AR-10001958;3;0 %;First Class
US-2022-107888;16/11/2022;17/11/2022;CC-12220;OFF-PA-10001363;6;non;First Class
CA-2022-159156;13/11/2022;17/11/2022;KB-16600;TEC-PH-10004389;5;0 %;First Class
US-2022-111745;05/11/2022;07/11/2022;RA-19885;TEC-AC-10003911;1;0 %;First Class
CA-2022-118213;05/11/2022;07/11/2022;AB-10060;OFF-PA-10002615;1;0 %;First Class
US-2022-105998;03/11/2022;04/11/2022;CR-12580;TEC-AC-10004469;5;0 %;First Class
CA-2022-167227;02/11/2022;05/11/2022;NP-18670;OFF-AP-10001962;10;0 %;First Class
CA-2022-155292;30/10/2022;01/11/2022;RD-19810;OFF-ST-10004963;7;0 %;First Class
CA-2022-154410;21/10/2022;23/10/2022;MD-17860;OFF-ST-10002743;8;0 %;First Class
CA-2022-132234;16/10/2022;19/10/2022;MY-17380;FUR-FU-10001290;13;0 %;First Class
CA-2022-103212;13/10/2022;14/10/2022;MH-18025;OFF-LA-10000248;3;0 %;First Class
CA-2022-116519;13/10/2022;13/10/2022;CR-12730;OFF-AP-10000828;5;0 %;First Class
US-2022-148831;13/10/2022;15/10/2022;AH-10210;OFF-ST-10002974;8;0 %;First Class
CA-2022-126536;12/10/2022;12/10/2022;NK-18490;TEC-AC-10003709;annulé;0 %;First Class
US-2022-115595;09/10/2022;13/10/2022;XP-21865;OFF-PA-10001745;5;0 %;First Class
CA-2022-151596;08/10/2022;11/10/2022;BP-11050;OFF-ST-10001837;1;0 %;First Class
CA-2022-113418;01/10/2022;03/10/2022;CM-12655;TEC-MA-10002428;11;0 %;First Class
CA-2022-126676;29/09/2022;30/09/2022;FH-14365;OFF-EN-10004846;3;0 %;First Class
CA-2022-140186;29/09/2022;01/10/2022;PG-18820;OFF-FA-10002280;7;0 %;First Class
US-2022-141509;29/09/2022;02/10/2022;SC-20575;OFF-AR-10002067;5;0 %;First Class
CA-2022-169929;25/09/2022;27/09/2022;LS-17200;OFF-ST-10002352;5;0 %;First Class
CA-2022-163335;24/09/2022;26/09/2022;AG-10675;OFF-ST-10000885;3;0 %;First Class
CA-2022-161053;22/09/2022;25/09/2022;JE-15745;OFF-BI-10004318;4;0 %;First Class
CA-2022-165155;21/09/2022;21/09/2022;BM-11575;OFF-ST-10004950;1;0 %;First Class
CA-2022-142293;17/09/2022;21/09/2022;SC-20380;TEC-AC-10001109;3;0 %;First Class
CA-2022-152975;14/09/2022;16/09/2022;RB-19705;TEC-PH-10004586;3;0 %;First Class
CA-2022-108749;12/09/2022;14/09/2022;DJ-13510;OFF-PA-10003797;7;0 %;First Class
CA-2022-140676;12/09/2022;12/09/2022;BF-11080;OFF-PA-10004082;5;0 %;First Class
US-2022-169488;07/09/2022;08/09/2022;AA-10375;OFF-PA-10002659;5;0 %;First Class
US-2022-130687;07/09/2022;10/09/2022;PF-19225;FUR-FU-10004053;4;0 %;First Class
CA-2022-107293;05/09/2022;07/09/2022;CS-12400;OFF-AR-10003732;1;0 %;First Class
US-2022-139465;27/08/2022;31/08/2022;MR-17545;OFF-ST-10002352;8;0 %;First Class
CA-2022-132584;26/08/2022;30/08/2022;HJ-14875;OFF-ST-10000344;4;0 %;First Class
US-2022-109253;21/08/2022;27/08/2022;PR-18880;OFF-AR-10000203;4;0 %;First Class
CA-2022-158169;12/08/2022;16/08/2022;JM-16195;OFF-AP-10000828;3;0 %;First Class
CA-2022-118346;23/07/2022;29/07/2022;PO-19180;TEC-AC-10000736;5;0 %;First Class
US-2022-128951;15/07/2022;17/07/2022;RS-19420;OFF-AP-10002191;3;0 %;First Class
CA-2022-150189;08/07/2022;13/07/2022;VG-21790;OFF-LA-10002762;6;0 %;First Class
CA-2022-133249;08/07/2022;13/07/2022;SZ-20035;FUR-FU-10001588;5;0 %;First Class
CA-2022-104388;05/07/2022;10/07/2022;DK-12835;TEC-PH-10002293;4;0 %;First Class
CA-2022-106747;03/07/2022;08/07/2022;TS-21505;FUR-FU-10004188;1;0 %;First Class
CA-2022-143574;29/06/2022;01/07/2022;DR-12880;FUR-BO-10002598;9;0 %;First Class
CA-2022-133256;26/06/2022;29/06/2022;TH-21550;OFF-PA-10001622;1;0 %;First Class
CA-2022-169691;15/06/2022;15/06/2022;Dp-13240;OFF-LA-10002312;3;0 %;First Class
CA-2022-141481;11/06/2022;16/06/2022;ZD-21925;OFF-AP-10004532;3;0 %;First Class
CA-2022-143343;10/06/2022;10/06/2022;BW-11200;OFF-AR-10002375;5;0 %;First Class
US-2022-116897;27/05/2022;27/05/2022;JG-15160;FUR-FU-10004963;4;0 %;First Class
CA-2022-123687;26/05/2022;26/05/2022;KC-16675;OFF-AP-10002670;3;0 %;First Class
US-2022-151127;22/05/2022;24/05/2022;RL-19615;OFF-AR-10002445;7;0 %;First Class
CA-2022-156769;06/05/2022;08/05/2022;GZ-14470;OFF-AR-10003179;;0 %;First Class
CA-2022-167668;06/05/2022;08/05/2022;TC-21295;OFF-LA-10004544;4;0 %;First Class
CA-2022-168228;27/04/2022;29/04/2022;AP-10915;OFF-AR-10003373;4;0 %;First Class
CA-2022-104010;23/04/2022;26/04/2022;TD-20995;OFF-SU-10001218;5;0 %;First Class
CA-2022-166198;21/04/2022;24/04/2022;JW-15955;TEC-AC-10000521;1;0 %;First Class
CA-2022-128853;21/04/2022;24/04/2022;JM-15250;FUR-CH-10004218;9;0 %;First Class
CA-2022-122707;16/04/2022;21/04/2022;EB-13750;OFF-SU-10000157;4;0 %;First Class
CA-2022-126774;15/04/2022;18/04/2022;SH-20395;OFF-AR-10002804;1;non;First Class
CA-2022-118857;15/04/2022;17/04/2022;AH-10075;FUR-FU-10004460;5;0 %;First Class
CA-2022-155460;13/04/2022;15/04/2022;RW-19630;OFF-PA-10002479;1;0 %;First Class
CA-2022-140536;04/04/2022;04/04/2022;TA-21385;OFF-AR-10001545;4;0 %;First Class
CA-2022-144848;04/04/2022;05/04/2022;DS-13030;TEC-PH-10004006;1;0 %;First Class
CA-2022-106355;02/04/2022;07/04/2022;AT-10435;OFF-AR-10000246;4;0 %;First Class
CA-2022-129028;01/04/2022;01/04/2022;GB-14530;FUR-FU-10004006;3;0 %;First Class
CA-2022-147144;26/03/2022;31/03/2022;MZ-17335;OFF-AR-10004587;1;0 %;First Class
US-2022-117534;25/03/2022;26/03/2022;CV-12295;OFF-AP-10002403;4;0 %;First Class
CA-2022-166184;24/03/2022;25/03/2022;HR-14830;OFF-EN-10004483;3;0 %;First Class
CA-2022-155985;23/03/2022;24/03/2022;BE-11335;FUR-FU-10000758;8;0 %;First Class
CA-2022-166499;19/03/2022;24/03/2022;VG-21805;OFF-AR-10002467;3;0 %;First Class
CA-2022-155698;08/03/2022;10/03/2022;VB-21745;OFF-AP-10001124;8;0 %;First Class
CA-2022-105809;20/02/2022;22/02/2022;HW-14935;FUR-FU-10004090;1;0 %;First Class
CA-2022-134838;19/02/2022;24/02/2022;ED-13885;OFF-AR-10000634;3;0 %;First Class
CA-2022-123659;10/02/2022;12/02/2022;MN-17935;OFF-PA-10002464;4;0 %;First Class
CA-2022-122994;06/02/2022;08/02/2022;MV-17485;FUR-BO-10004015;3;0 %;First Class
CA-2022-158729;19/12/2022;21/12/2022;AC-10450;OFF-SU-10002881;2;0 %;First Class
US-2022-126053;05/12/2022;07/12/2022;CS-11950;FUR-FU-10001934;2;0 %;First Class
CA-2022-153227;04/12/2022;07/12/2022;CS-12250;OFF-PA-10001838;2;0 %;First Class
CA-2022-143756;02/12/2022;05/12/2022;ME-17725;FUR-CH-10001854;2;0 %;First Class
CA-2022-167017;23/11/2022;23/11/2022;DC-12850;OFF-SU-10001935;2;0 %;First Class
US-2022-118157;14/11/2022;15/11/2022;AW-10930;OFF-EN-10004459;2;0 %;First Class
CA-2022-168837;14/10/2022;15/10/2022;JW-15955;FUR-FU-10001918;2;0 %;First Class
CA-2022-169607;12/10/2022;14/10/2022;CA-12265;OFF-PA-10000477;2;0 %;First Class
CA-2022-141789;03/10/2022;03/10/2022;AC-10450;OFF-BI-10001359;2;0 %;First Class
CA-2022-147452;30/09/2022;02/10/2022;CS-11845;OFF-PA-10001838;2;0 %;First Class
CA-2022-122196;22/09/2022;23/09/2022;CA-12265;TEC-PH-10004977;2;0 %;First Class
CA-2022-132262;21/09/2022;23/09/2022;ML-18265;TEC-AC-10000158;2;0 %;First Class
CA-2022-118136;16/09/2022;19/09/2022;BB-10990;OFF-PA-10002615;2;0 %;First Class
CA-2022-103611;12/09/2022;12/09/2022;JM-15535;FUR-FU-10004270;2;0 %;First Class
CA-2022-126438;10/09/2022;15/09/2022;AR-10345;OFF-AR-10003338;2;0 %;First Class
CA-2022-151008;07/09/2022;08/09/2022;JM-16195;FUR-FU-10002396;2;0 %;First Class
CA-2022-101182;04/09/2022;06/09/2022;KB-16405;OFF-PA-10001800;2;0 %;First Class
CA-2022-117695;05/08/2022;07/08/2022;PW-19030;OFF-PA-10002713;2;0 %;First Class
CA-2022-161102;31/07/2022;04/08/2022;EC-14050;OFF-ST-10003442;2;0 %;First Class
CA-2022-140963;10/06/2022;13/06/2022;MT-18070;OFF-LA-10003923;2;0 %;First Class
CA-2022-125472;30/05/2022;01/06/2022;BD-11725;FUR-BO-10000330;2;0 %;First Class
CA-2022-159464;18/05/2022;20/05/2022;TB-21355;OFF-AP-10001492;2;0 %;First Class
US-2022-133361;14/05/2022;19/05/2022;AJ-10780;OFF-AR-10001919;2;0 %;First Class
US-2022-107636;30/04/2022;04/05/2022;NM-18520;OFF-LA-10003388;2;0 %;First Class
US-2022-128832;24/04/2022;26/04/2022;LS-16945;TEC-AC-10004855;2;0 %;First Class
CA-2022-135783;22/04/2022;25/04/2022;GM-14440;FUR-FU-10000794;2;0 %;First Class
CA-2022-159604;14/04/2022;14/04/2022;CL-12700;OFF-BI-10003460;2;0 %;First Class
CA-2022-135279;09/04/2022;13/04/2022;BS-11800;OFF-LA-10004055;2;0 %;First Class
CA-2022-121419;02/04/2022;05/04/2022;TC-21475;FUR-TA-10004534;2;0 %;First Class
CA-2022-113474;30/03/2022;02/04/2022;TM-21490;OFF-EN-10004206;2;0 %;First Class
US-2022-147886;28/03/2022;31/03/2022;DH-13075;OFF-PA-10000232;2;0 %;First Class
CA-2022-140151;23/03/2022;23/03/2022;RB-19360;OFF-ST-10001558;2;0 %;First Class
CA-2022-153843;13/03/2022;16/03/2022;SC-20380;OFF-BI-10002353;2;0 %;First Class
CA-2022-145142;23/01/2022;27/01/2022;MC-17605;FUR-TA-10001857;2;0 %;First Class
CA-2022-115154;08/01/2022;11/01/2022;RS-19420;FUR-TA-10001950;2;0 %;First Class
CA-2022-154466;01/01/2022;06/01/2022;DP-13390;OFF-BI-10002012;2;0 %;First Class
US-2022-162670;23/12/2022;28/12/2022;MF-18250;OFF-ST-10001328;4;0 %;Second Class
CA-2022-119578;22/12/2022;26/12/2022;JG-15310;OFF-SU-10003505;6;0 %;Second Class
CA-2022-107461;21/12/2022;26/12/2022;PK-19075;OFF-BI-10002003;6;0 %;Second Class
CA-2022-142776;11/12/2022;16/12/2022;RS-19870;OFF-EN-10003160;1;0 %;Second Class
CA-2022-148446;10/12/2022;17/12/2022;MC-17845;FUR-TA-10004256;4;0 %;Second Class
CA-2022-109960;09/12/2022;15/12/2022;DB-13210;TEC-AC-10004859;6;0 %;Second Class
CA-2022-152436;08/12/2022;13/12/2022;CW-11905;OFF-ST-10000036;6;0 %;Second Class
CA-2022-117926;08/12/2022;12/12/2022;AS-10225;OFF-AP-10002670;1;0 %;Second Class
US-2022-149006;06/12/2022;11/12/2022;BN-11470;OFF-ST-10003221;1;0 %;Second Class
CA-2022-117128;05/12/2022;09/12/2022;BF-11080;OFF-PA-10000007;6;0 %;Second Class
CA-2022-100097;26/11/2022;03/12/2022;MN-17935;TEC-PH-10002310;5;0 %;Second Class
CA-2022-155159;25/11/2022;01/12/2022;DL-13315;OFF-PA-10003724;9;0 %;Second Class
CA-2022-146458;19/11/2022;26/11/2022;RB-19435;OFF-AR-10001177;7;0 %;Second Class
US-2022-116505;17/11/2022;22/11/2022;TB-21625;OFF-BI-10000050;6;0 %;Second Class
CA-2022-137323;14/11/2022;19/11/2022;PW-19030;OFF-ST-10003996;6;0 %;Second Class
CA-2022-160416;13/11/2022;19/11/2022;AD-10180;TEC-AC-10004114;4;0 %;Second Class
CA-2022-123624;13/11/2022;18/11/2022;SE-20110;TEC-AC-10000682;5;0 %;Second Class
CA-2022-112844;13/11/2022;19/11/2022;SP-20620;TEC-PH-10003988;4;0 %;Second Class
CA-2022-148985;11/11/2022;16/11/2022;TB-21190;FUR-FU-10001424;4;0 %;Second Class
CA-2022-161018;09/11/2022;13/11/2022;PN-18775;FUR-FU-10000629;7;0 %;Second Class
CA-2022-143658;08/11/2022;12/11/2022;SR-20425;OFF-AR-10002818;5;0 %;Second Class
CA-2022-125290;06/11/2022;12/11/2022;CC-12430;OFF-AR-10001216;5;0 %;Second Class
CA-2022-103009;03/11/2022;08/11/2022;PJ-18835;OFF-PA-10001215;5;0 %;Second Class
US-2022-163790;02/11/2022;07/11/2022;NL-18310;OFF-EN-10001335;7;0 %;Second Class
CA-2022-104136;01/11/2022;05/11/2022;SF-20065;OFF-PA-10004243;10;0 %;Second Class
CA-2022-160983;29/10/2022;05/11/2022;GB-14530;OFF-PA-10002250;8;0 %;Second Class
US-2022-146416;20/10/2022;25/10/2022;JE-16165;OFF-LA-10003714;1;0 %;Second Class
CA-2022-123246;17/10/2022;22/10/2022;AJ-10960;OFF-AR-10001770;4;0 %;Second Class
CA-2022-106033;15/10/2022;21/10/2022;FG-14260;OFF-AR-10002818;4;0 %;Second Class
CA-2022-164819;15/10/2022;21/10/2022;RS-19420;OFF-LA-10001045;5;0 %;Second Class
CA-2022-112431;12/10/2022;19/10/2022;RW-19690;TEC-AC-10001465;12;0 %;Second Class
US-2022-103247;05/10/2022;09/10/2022;PO-19195;TEC-PH-10003555;7;0 %;Second Class
CA-2022-143035;03/10/2022;07/10/2022;CC-12430;FUR-FU-10001934;4;0 %;Second Class
CA-2022-130148;24/09/2022;30/09/2022;NK-18490;OFF-PA-10000551;6;0 %;Second Class
CA-2022-102309;23/09/2022;28/09/2022;DO-13645;TEC-AC-10001114;5;0 %;Second Class
CA-2022-162789;22/09/2022;26/09/2022;LC-17140;TEC-AC-10002842;9;0 %;Second Class
CA-2022-157931;17/09/2022;23/09/2022;MO-17800;FUR-CH-10000785;4;0 %;Second Class
CA-2022-141446;16/09/2022;20/09/2022;CL-12700;TEC-AC-10002305;1;0 %;Second Class
CA-2022-121888;15/09/2022;21/09/2022;CL-11890;TEC-PH-10000439;1;0 %;Second Class
US-2022-157224;14/09/2022;18/09/2022;JB-16000;OFF-LA-10000121;annulé;0 %;Second Class
CA-2022-127726;11/09/2022;17/09/2022;SS-20410;OFF-AP-10002578;4;0 %;Second Class
CA-2022-132437;08/09/2022;13/09/2022;EM-14095;OFF-ST-10001031;4;0 %;Second Class
US-2022-166394;04/09/2022;10/09/2022;VM-21835;OFF-FA-10001843;6;0 %;Second Class
CA-2022-161067;03/09/2022;10/09/2022;KB-16405;OFF-PA-10000418;4;0 %;Second Class
CA-2022-169327;02/09/2022;07/09/2022;MH-17290;OFF-AP-10001492;5;0 %;Second Class
CA-2022-145037;02/09/2022;07/09/2022;TB-21055;OFF-ST-10000918;1;0 %;Second Class
CA-2022-131625;01/09/2022;05/09/2022;BN-11515;FUR-FU-10004960;5;0 %;Second Class
CA-2022-155705;21/08/2022;28/08/2022;NF-18385;FUR-CH-10000015;4;0 %;Second Class
CA-2022-160899;11/08/2022;17/08/2022;DR-12940;OFF-BI-10000632;11;0 %;Second Class
