Prod ID;Produit;Prix Unitaire;Coût;Cat;Sous Cat
OFF-AR-10003190;Newell 32;2.88;2.1;Office Supplies;Art
OFF-AR-10003217;Newell 316;4.89;3.5;Office Supplies;Art
OFF-AR-10003251;Prang Drawing Pencil Set;2.78;1.7;Office Supplies;Art
OFF-AR-10003338;"Eberhard Faber 3 1/2"" Golf Pencils";7.44;5.6;Office Supplies;Art
OFF-AR-10003373;Boston School Pro Electric Pencil Sharpener. 1670;30.98;22.6;Office Supplies;Art
OFF-AR-10003394;Newell 332;2.94;2.1;Office Supplies;Art
OFF-AR-10003405;Dixon My First Ticonderoga Pencil. #2;5.85;4.2;Office Supplies;Art
OFF-AR-10003469;Nontoxic Chalk;1.76;0.9;Office Supplies;Art
OFF-AR-10003477;4009 Highlighters;1.34;0.9;Office Supplies;Art
OFF-AR-10003478;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters. 4/Pack;8.14;4.9;Office Supplies;Art
OFF-AR-10003481;Newell 348;3.28;2.3;Office Supplies;Art
OFF-AR-10003504;Newell 347;4.28;3;Office Supplies;Art
OFF-AR-10003514;4009 Highlighters by Sanford;3.98;2.7;Office Supplies;Art
OFF-AR-10003560;Zebra Zazzle Fluorescent Highlighters;6.08;4;Office Supplies;Art
OFF-AR-10003582;Boston Electric Pencil Sharpener. Model 1818. Charcoal Black;28.15;20.3;Office Supplies;Art
OFF-AR-10003602;Quartet Omega Colored Chalk. 12/Pack;5.84;3.1;Office Supplies;Art
OFF-AR-10003631;Staples in misc. colors;4.84;3.2;Office Supplies;Art
OFF-AR-10003651;Newell 350;3.28;2.3;Office Supplies;Art
OFF-AR-10003696;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;34.58;24.6;Office Supplies;Art
OFF-AR-10003723;Avery Hi-Liter Fluorescent Desk Style Markers;3.38;2.1;Office Supplies;Art
OFF-AR-10003727;Berol Giant Pencil Sharpener;16.99;12.1;Office Supplies;Art
OFF-AR-10003732;Newell 333;2.78;2.1;Office Supplies;Art
OFF-AR-10003752;Deluxe Chalkboard Eraser Cleaner;11.55;6.2;Office Supplies;Art
OFF-AR-10003759;Crayola Anti Dust Chalk. 12/Pack;1.82;1;Office Supplies;Art
OFF-AR-10003770;Newell 340;2.88;2;Office Supplies;Art
OFF-AR-10003772;Boston 16750 Black Compact Battery Pencil Sharpener;8.75;6.1;Office Supplies;Art
OFF-AR-10003811;Newell 327;2.21;1.6;Office Supplies;Art
OFF-AR-10003829;Newell 35;3.28;2.3;Office Supplies;Art
OFF-AR-10003856;Newell 344;2.78;2.1;Office Supplies;Art
OFF-AR-10003876;Avery Hi-Liter GlideStik Fluorescent Highlighter. Yellow Ink;3.26;1.8;Office Supplies;Art
OFF-AR-10003896;Stride Job 150 Highlighters. Chisel Tip. Assorted Colors;5.98;3.8;Office Supplies;Art
OFF-AR-10003903;Sanford 52201 APSCO Electric Pencil Sharpener;40.97;30.3;Office Supplies;Art
OFF-AR-10003958;Newell 337;3.28;2.3;Office Supplies;Art
OFF-AR-10003986;Avery Hi-Liter Pen Style Six-Color Fluorescent Set;3.85;2.3;Office Supplies;Art
OFF-AR-10004010;Hunt Boston Vacuum Mount KS Pencil Sharpener;34.99;25.9;Office Supplies;Art
OFF-AR-10004022;Panasonic KP-380BK Classic Electric Pencil Sharpener;35.98;27;Office Supplies;Art
OFF-AR-10004027;Binney & Smith inkTank Erasable Desk Highlighter. Chisel Tip. Yellow. 12/Box;2.52;1.5;Office Supplies;Art
OFF-AR-10004042;BOSTON Model 1800 Electric Pencil Sharpeners. Putty/Woodgrain;17.98;12.8;Office Supplies;Art
OFF-AR-10004062;Staples in misc. colors;10.48;7.9;Office Supplies;Art
OFF-AR-10004078;Newell 312;5.84;4.1;Office Supplies;Art
OFF-AR-10004165;Binney & Smith inkTank Erasable Pocket Highlighter. Chisel Tip. Yellow;2.28;1.3;Office Supplies;Art
OFF-AR-10004260;Boston 1799 Powerhouse Electric Pencil Sharpener;25.98;18.7;Office Supplies;Art
OFF-AR-10004269;Newell 31;4.13;3;Office Supplies;Art
OFF-AR-10004272;Newell 308;1.68;1.3;Office Supplies;Art
OFF-AR-10004344;Bulldog Vacuum Base Pencil Sharpener;11.99;8.8;Office Supplies;Art
OFF-AR-10004441;BIC Brite Liner Highlighters;4.14;2.4;Office Supplies;Art
OFF-AR-10004456;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;14.64;10.4;Office Supplies;Art
OFF-AR-10004511;Sanford Colorific Scented Colored Pencils. 12/Pack;4.28;3;Office Supplies;Art
OFF-AR-10004582;BIC Brite Liner Grip Highlighters;1.64;0.9;Office Supplies;Art
OFF-AR-10004587;Boston 1827 Commercial Additional Cutter. Drive Gear & Gear Rack for 1606;19.83;13.9;Office Supplies;Art
OFF-AR-10004602;Boston KS Multi-Size Manual Pencil Sharpener;22.99;16.6;Office Supplies;Art
OFF-AR-10004648;Boston 19500 Mighty Mite Electric Pencil Sharpener;20.15;14.7;Office Supplies;Art
OFF-AR-10004685;Binney & Smith Crayola Metallic Colored Pencils. 8-Color Set;4.63;3.1;Office Supplies;Art
OFF-AR-10004691;Boston 1730 StandUp Electric Pencil Sharpener;21.38;15.8;Office Supplies;Art
OFF-AR-10004707;Staples in misc. colors;2.48;1.6;Office Supplies;Art
OFF-AR-10004752;Blackstonian Pencils;2.67;1.9;Office Supplies;Art
OFF-AR-10004757;Crayola Colored Pencils;3.28;2.2;Office Supplies;Art
OFF-AR-10004790;Staples in misc. colors;11.97;9;Office Supplies;Art
OFF-AR-10004817;Colorific Watercolor Pencils;5.16;3.7;Office Supplies;Art
OFF-AR-10004930;Turquoise Lead Holder with Pocket Clip;6.7;4.5;Office Supplies;Art
OFF-AR-10004956;Newell 33;5.58;4;Office Supplies;Art
OFF-AR-10004974;Newell 342;3.28;2.3;Office Supplies;Art
OFF-AR-10004999;Newell 315;5.98;4.5;Office Supplies;Art
OFF-ST-10000025;Fellowes Stor/Drawer Steel Plus Storage Drawers;95.43;89.7;Office Supplies;Storage
OFF-ST-10000036;Recycled Data-Pak for Archival Bound Computer Printouts. 12-1/2 x 12-1/2 x 16;98.79;72.1;Office Supplies;Storage
OFF-ST-10000046;Fellowes Super Stor/Drawer Files;161.55;130.9;Office Supplies;Storage
OFF-ST-10000060;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;64.98;57.2;Office Supplies;Storage
OFF-ST-10000078;Tennsco 6- and 18-Compartment Lockers;265.17;217.4;Office Supplies;Storage
OFF-ST-10000107;Fellowes Super Stor/Drawer;27.75;22.8;Office Supplies;Storage
OFF-ST-10000129;Fellowes Recycled Storage Drawers;111.03;103.3;Office Supplies;Storage
OFF-ST-10000136;Letter Size File;39.7;28.2;Office Supplies;Storage
OFF-ST-10000142;Deluxe Rollaway Locking File with Drawer;415.88;299.4;Office Supplies;Storage
OFF-ST-10000321;Akro Stacking Bins;7.89;7.6;Office Supplies;Storage
OFF-ST-10000344;Neat Ideas Personal Hanging Folder Files. Black;13.43;9.9;Office Supplies;Storage
OFF-ST-10000352;Acco Perma 2700 Stacking Storage Drawers;29.74;25.3;Office Supplies;Storage
OFF-ST-10000419;Rogers Jumbo File. Granite;13.58;13.4;Office Supplies;Storage
OFF-ST-10000464;Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;34.76;25;Office Supplies;Storage
OFF-ST-10000532;Advantus Rolling Drawer Organizers;38.48;28.5;Office Supplies;Storage
OFF-ST-10000563;Fellowes Bankers Box Stor/Drawer Steel Plus;31.98;28.8;Office Supplies;Storage
OFF-ST-10000585;Economy Rollaway Files;165.2;122.2;Office Supplies;Storage
OFF-ST-10000604;Home/Office Personal File Carts;34.76;26.1;Office Supplies;Storage
OFF-ST-10000615;SimpliFile Personal File. Black Granite. 15w x 6-15/16d x 11-1/4h;11.35;8.2;Office Supplies;Storage
OFF-ST-10000617;Woodgrain Magazine Files by Perma;2.98;2.8;Office Supplies;Storage
OFF-ST-10000636;Rogers Profile Extra Capacity Storage Tub;16.74;16.1;Office Supplies;Storage
OFF-ST-10000642;Tennsco Lockers. Gray;20.98;19.5;Office Supplies;Storage
OFF-ST-10000649;Hanging Personal Folder File;15.7;11.8;Office Supplies;Storage
OFF-ST-10000675;File Shuttle II and Handi-File. Black;33.89;25.4;Office Supplies;Storage
OFF-ST-10000676;Fellowes Econo/Stor Drawers;96.93;91.1;Office Supplies;Storage
OFF-ST-10000689;Fellowes Strictly Business Drawer File. Letter/Legal Size;140.85;123.9;Office Supplies;Storage
OFF-ST-10000736;Carina Double Wide Media Storage Towers in Natural & Black;80.98;77.7;Office Supplies;Storage
OFF-ST-10000760;Eldon Fold 'N Roll Cart System;13.98;9.9;Office Supplies;Storage
OFF-ST-10000777;Companion Letter/Legal File. Black;37.76;27.2;Office Supplies;Storage
OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;24.98;20.2;Office Supplies;Storage
OFF-ST-10000876;Eldon Simplefile Box Office;12.44;9;Office Supplies;Storage
OFF-ST-10000877;Recycled Steel Personal File for Standard File Folders;55.29;40.9;Office Supplies;Storage
OFF-ST-10000885;Fellowes Desktop Hanging File Manager;13.43;10.1;Office Supplies;Storage
OFF-ST-10000918;Crate-A-Files;10.9;8.1;Office Supplies;Storage
OFF-ST-10000934;"Contico 72""H Heavy-Duty Storage System";40.98;41;Office Supplies;Storage
OFF-ST-10000943;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;19.31;13.9;Office Supplies;Storage
OFF-ST-10000991;Space Solutions HD Industrial Steel Shelving.;114.97;111.5;Office Supplies;Storage
OFF-ST-10001031;Adjustable Personal File Tote;16.28;12;Office Supplies;Storage
OFF-ST-10001034;Eldon File Chest Portable File;19.85;14.7;Office Supplies;Storage
OFF-ST-10001097;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers;167.27;167.3;Office Supplies;Storage
OFF-ST-10001128;Carina Mini System Audio Rack. Model AR050B;110.98;107.7;Office Supplies;Storage
OFF-ST-10001172;Tennsco Lockers. Sand;20.98;15.9;Office Supplies;Storage
OFF-ST-10001228;Fellowes Personal Hanging Folder Files. Navy;13.43;9.7;Office Supplies;Storage
OFF-ST-10001272;Mini 13-1/2 Capacity Data Binder Rack. Pearl;130.87;98.2;Office Supplies;Storage
OFF-ST-10001291;Tenex Personal Self-Stacking Standard File Box. Black/Gray;16.91;12.3;Office Supplies;Storage
OFF-ST-10001321;Decoflex Hanging Personal Folder File. Blue;15.42;11.3;Office Supplies;Storage
OFF-ST-10001325;Sterilite Officeware Hinged File Box;10.48;7.7;Office Supplies;Storage
OFF-ST-10001328;Personal Filing Tote with Lid. Black/Gray;15.51;11.2;Office Supplies;Storage
OFF-ST-10001370;Sensible Storage WireTech Storage Systems;70.98;67.4;Office Supplies;Storage
OFF-ST-10001414;Decoflex Hanging Personal Folder File;15.42;11.4;Office Supplies;Storage
OFF-ST-10001418;Carina Media Storage Towers in Natural & Black;60.98;59.8;Office Supplies;Storage
OFF-ST-10001469;Fellowes Bankers Box Recycled Super Stor/Drawer;53.98;50.7;Office Supplies;Storage
OFF-ST-10001476;Steel Personal Filing/Posting Tote;35.51;25.9;Office Supplies;Storage
OFF-ST-10001490;Hot File 7-Pocket. Floor Stand;178.47;124.9;Office Supplies;Storage
OFF-ST-10001496;Standard Rollaway File with Lock;180.19;133.3;Office Supplies;Storage
OFF-ST-10001505;"Perma STOR-ALL Hanging File Box. 13 1/8""W x 12 1/4""D x 10 1/2""H";5.98;5;Office Supplies;Storage
OFF-ST-10001511;Space Solutions Commercial Steel Shelving;64.65;61.4;Office Supplies;Storage
OFF-ST-10001522;Gould Plastics 18-Pocket Panel Bin. 34w x 5-1/4d x 20-1/2h;91.99;88.3;Office Supplies;Storage
OFF-ST-10001526;Iceberg Mobile Mega Data/Printer Cart;120.33;89;Office Supplies;Storage
OFF-ST-10001558;Acco Perma 4000 Stacking Storage Drawers;16.24;13.8;Office Supplies;Storage
OFF-ST-10001580;Super Decoflex Portable Personal File;14.98;10.8;Office Supplies;Storage
OFF-ST-10001590;Tenex Personal Project File with Scoop Front Design. Black;13.48;10;Office Supplies;Storage
OFF-ST-10001627;Eldon Jumbo ProFile Portable File Boxes Graphite/Black;15.31;11;Office Supplies;Storage
OFF-ST-10001713;Gould Plastics 9-Pocket Panel Bin. 18-3/8w x 5-1/4d x 20-1/2h. Black;52.99;50.9;Office Supplies;Storage
OFF-ST-10001780;Tennsco 16-Compartment Lockers with Coat Rack;647.89;492.4;Office Supplies;Storage
OFF-ST-10001809;Fellowes Officeware Wire Shelving;89.83;88;Office Supplies;Storage
OFF-ST-10001837;SAFCO Mobile Desk Side File. Wire Frame;42.76;31.6;Office Supplies;Storage
OFF-ST-10001932;Fellowes Staxonsteel Drawer Files;193.17;166.1;Office Supplies;Storage
OFF-ST-10001963;Tennsco Regal Shelving Units;101.41;98.4;Office Supplies;Storage
OFF-ST-10002011;Smead Adjustable Mobile File Trolley with Lockable Top;419.19;306;Office Supplies;Storage
OFF-ST-10002182;Iris 3-Drawer Stacking Bin. Black;20.89;20.5;Office Supplies;Storage
OFF-ST-10002205;File Shuttle I and Handi-File;22.26;16.2;Office Supplies;Storage
OFF-ST-10002214;X-Rack File for Hanging Folders;11.29;8.4;Office Supplies;Storage
OFF-ST-10002276;Safco Steel Mobile File Cart;83.36;62.5;Office Supplies;Storage
OFF-ST-10002289;"Safco Wire Cube Shelving System. For Use as 4 or 5 14"" Cubes. Black";31.78;30.2;Office Supplies;Storage
OFF-ST-10002292;Sauder Facets Collection Locker/File Cabinet. Sky Alder Finish;370.98;296.8;Office Supplies;Storage
OFF-ST-10002301;Tennsco Commercial Shelving;20.34;20.1;Office Supplies;Storage
OFF-ST-10002344;"Carina 42""Hx23 3/4""W Media Storage Unit";80.98;79.4;Office Supplies;Storage
OFF-ST-10002352;Iris Project Case;7.98;5.9;Office Supplies;Storage
OFF-ST-10002370;Sortfiler Multipurpose Personal File Organizer. Black;21.39;15.2;Office Supplies;Storage
OFF-ST-10002406;Pizazz Global Quick File;14.97;10.8;Office Supplies;Storage
OFF-ST-10002444;Recycled Eldon Regeneration Jumbo File;12.28;8.8;Office Supplies;Storage
OFF-ST-10002485;Rogers Deluxe File Chest;21.98;21.8;Office Supplies;Storage
OFF-ST-10002486;Eldon Shelf Savers Cubes and Bins;6.98;6.8;Office Supplies;Storage
OFF-ST-10002554;Tennsco Industrial Shelving;48.91;47.9;Office Supplies;Storage
OFF-ST-10002562;Staple magnet;9.38;6.8;Office Supplies;Storage
OFF-ST-10002574;SAFCO Commercial Wire Shelving. Black;138.14;138.1;Office Supplies;Storage
OFF-ST-10002583;Fellowes Neat Ideas Storage Cubes;32.48;31.2;Office Supplies;Storage
OFF-ST-10002615;Dual Level. Single-Width Filing Carts;155.06;114.7;Office Supplies;Storage
OFF-ST-10002743;SAFCO Boltless Steel Shelving;113.64;112.5;Office Supplies;Storage
OFF-ST-10002756;"Tennsco Stur-D-Stor Boltless Shelving. 5 Shelves. 24"" Deep. Sand";135.31;134;Office Supplies;Storage
OFF-ST-10002790;Safco Industrial Shelving;73.85;71.6;Office Supplies;Storage
OFF-ST-10002957;Sterilite Show Offs Storage Containers;5.28;5.3;Office Supplies;Storage
OFF-ST-10002974;Trav-L-File Heavy-Duty Shuttle II. Black;43.57;30.5;Office Supplies;Storage
OFF-ST-10003058;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;23.65;16.8;Office Supplies;Storage
OFF-ST-10003123;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;33.29;25.3;Office Supplies;Storage
OFF-ST-10003208;Adjustable Depth Letter/Legal Cart;181.46;128.8;Office Supplies;Storage
OFF-ST-10003221;Staple magnet;10.68;7.8;Office Supplies;Storage
OFF-ST-10003282;Advantus 10-Drawer Portable Organizer. Chrome Metal Frame. Smoke Drawers;59.76;43;Office Supplies;Storage
OFF-ST-10003306;Letter Size Cart;142.86;101.4;Office Supplies;Storage
OFF-ST-10003324;Belkin OmniView SE Rackmount Kit;35.48;35.5;Office Supplies;Storage
OFF-ST-10003327;Akro-Mils 12-Gallon Tote;9.93;7.1;Office Supplies;Storage
OFF-ST-10003442;Eldon Portable Mobile Manager;28.28;20.6;Office Supplies;Storage
OFF-ST-10003455;Tenex File Box. Personal Filing Tote with Lid. Black;15.51;11.5;Office Supplies;Storage
OFF-ST-10003470;Tennsco Snap-Together Open Shelving Units. Starter Sets and Add-On Units;279.48;265.5;Office Supplies;Storage
OFF-ST-10003479;Eldon Base for stackable storage shelf. platinum;38.94;37;Office Supplies;Storage
OFF-ST-10003572;Portfile Personal File Boxes;17.7;13.1;Office Supplies;Storage
OFF-ST-10003638;Mobile Personal File Cube;23.42;17.1;Office Supplies;Storage
OFF-ST-10003641;Space Solutions Industrial Galvanized Steel Shelving.;78.8;77.2;Office Supplies;Storage
OFF-ST-10003656;Safco Industrial Wire Shelving;95.99;93.1;Office Supplies;Storage
OFF-ST-10003692;Recycled Steel Personal File for Hanging File Folders;57.23;42.9;Office Supplies;Storage
OFF-ST-10003716;Tennsco Double-Tier Lockers;225.02;195.8;Office Supplies;Storage
OFF-ST-10003722;Project Tote Personal File;14.03;10;Office Supplies;Storage
OFF-ST-10003805;24 Capacity Maxi Data Binder Racks. Pearl;210.55;157.9;Office Supplies;Storage
OFF-ST-10003816;Fellowes High-Stak Drawer Files;176.19;135.7;Office Supplies;Storage
OFF-ST-10003994;"Belkin 19"" Center-Weighted Shelf. Gray";58.98;56;Office Supplies;Storage
OFF-ST-10003996;Letter/Legal File Tote with Clear Snap-On Lid. Black Granite;16.06;11.9;Office Supplies;Storage
OFF-ST-10004123;Safco Industrial Wire Shelving System;90.98;91;Office Supplies;Storage
OFF-ST-10004180;Safco Commercial Shelving;46.51;44.6;Office Supplies;Storage
OFF-ST-10004186;"Stur-D-Stor Shelving. Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D";110.98;108.8;Office Supplies;Storage
OFF-ST-10004258;Portable Personal File Box;12.21;8.9;Office Supplies;Storage
OFF-ST-10004337;SAFCO Commercial Wire Shelving. 72h;61.24;61.2;Office Supplies;Storage
OFF-ST-10004340;Fellowes Mobile File Cart. Black;62.18;45.4;Office Supplies;Storage
OFF-ST-10004459;Tennsco Single-Tier Lockers;375.34;356.6;Office Supplies;Storage
OFF-ST-10004507;Advantus Rolling Storage Box;17.15;12.5;Office Supplies;Storage
OFF-ST-10004634;Personal Folder Holder. Ebony;11.21;7.8;Office Supplies;Storage
OFF-ST-10004804;"Belkin 19"" Vented Equipment Shelf. Black";51.48;51;Office Supplies;Storage
OFF-ST-10004835;Plastic Stacking Crates & Casters;5.58;4.1;Office Supplies;Storage
OFF-ST-10004946;Desktop 3-Pocket Hot File;54.1;40;Office Supplies;Storage
OFF-ST-10004950;Acco Perma 3000 Stacking Storage Drawers;20.98;17;Office Supplies;Storage
OFF-ST-10004963;Eldon Gobal File Keepers;15.14;14.5;Office Supplies;Storage
OFF-AP-10000026;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;60.97;43.3;Office Supplies;Appliances
OFF-AP-10000027;Hoover Commercial SteamVac;13.58;9.5;Office Supplies;Appliances
OFF-AP-10000055;Belkin F9S820V06 8 Outlet Surge;32.48;22.7;Office Supplies;Appliances
OFF-AP-10000124;Acco 6 Outlet Guardian Basic Surge Suppressor;8.32;6;Office Supplies;Appliances
OFF-AP-10000159;Belkin F9M820V08 8 Outlet Surge;42.98;30.5;Office Supplies;Appliances
OFF-AP-10000179;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;123.38;75.3;Office Supplies;Appliances
OFF-AP-10000240;Belkin F9G930V10-GRY 9 Outlet Surge;53.48;38;Office Supplies;Appliances
OFF-AP-10000252;Harmony HEPA Quiet Air Purifiers;11.7;7.6;Office Supplies;Appliances
OFF-AP-10000275;Sanyo Counter Height Refrigerator with Crisper. 3.6 Cubic Foot. Stainless Steel/Black;328.14;236.3;Office Supplies;Appliances
OFF-AP-10000326;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;39.48;28;Office Supplies;Appliances
OFF-AP-10000358;Fellowes Basic Home/Office Series Surge Protectors;12.98;9.2;Office Supplies;Appliances
OFF-AP-10000390;Euro Pro Shark Stick Mini Vacuum;60.98;45.1;Office Supplies;Appliances
OFF-AP-10000576;Belkin 7 Outlet SurgeMaster II;39.48;28.4;Office Supplies;Appliances
OFF-AP-10000595;Disposable Triple-Filter Dust Bags;4.37;3.2;Office Supplies;Appliances
OFF-AP-10000692;Fellowes Mighty 8 Compact Surge Protector;20.27;14.6;Office Supplies;Appliances
OFF-AP-10000696;Holmes Odor Grabber;14.42;9.7;Office Supplies;Appliances
OFF-AP-10000804;Hoover Portapower Portable Vacuum;4.48;3.4;Office Supplies;Appliances
OFF-AP-10000828;Avanti 4.4 Cu. Ft. Refrigerator;180.98;130.3;Office Supplies;Appliances
OFF-AP-10000891;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;131.12;91.8;Office Supplies;Appliances
OFF-AP-10000938;Avanti 1.7 Cu. Ft. Refrigerator;100.98;72.7;Office Supplies;Appliances
OFF-AP-10001005;Honeywell Quietcare HEPA Air Cleaner;78.65;52.7;Office Supplies;Appliances
OFF-AP-10001058;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;279.81;207.1;Office Supplies;Appliances
OFF-AP-10001124;Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;80.98;59.9;Office Supplies;Appliances
OFF-AP-10001154;Bionaire Personal Warm Mist Humidifier/Vaporizer;46.89;28.6;Office Supplies;Appliances
OFF-AP-10001205;Belkin 5 Outlet SurgeMaster Power Centers;54.48;39.2;Office Supplies;Appliances
OFF-AP-10001242;APC 7 Outlet Network SurgeArrest Surge Protector;80.48;56.3;Office Supplies;Appliances
OFF-AP-10001271;Eureka The Boss Cordless Rechargeable Stick Vac;50.98;37.2;Office Supplies;Appliances
OFF-AP-10001293;Belkin 8 Outlet Surge Protector;40.98;29.5;Office Supplies;Appliances
OFF-AP-10001303;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day. Extended Life Filter;19.9;10.9;Office Supplies;Appliances
OFF-AP-10001366;Staple holder;10.98;8;Office Supplies;Appliances
OFF-AP-10001391;Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center;90.24;64.1;Office Supplies;Appliances
OFF-AP-10001394;Harmony Air Purifier;189;121;Office Supplies;Appliances
OFF-AP-10001469;Fellowes 8 Outlet Superior Workstation Surge Protector;41.71;29.6;Office Supplies;Appliances
OFF-AP-10001492;Acco Six-Outlet Power Strip. 4' Cord Length;8.62;6.4;Office Supplies;Appliances
OFF-AP-10001563;Belkin Premiere Surge Master II 8-outlet surge protector;48.58;34.5;Office Supplies;Appliances
OFF-AP-10001564;Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup;232.58;172.1;Office Supplies;Appliances
OFF-AP-10001626;Commercial WindTunnel Clean Air Upright Vacuum. Replacement Belts. Filtration Bags;3.89;2.9;Office Supplies;Appliances
OFF-AP-10001634;Hoover Commercial Lightweight Upright Vacuum;3.48;2.6;Office Supplies;Appliances
OFF-AP-10001947;Acco 6 Outlet Guardian Premium Plus Surge Suppressor;18.32;13;Office Supplies;Appliances
OFF-AP-10001962;Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210;8.39;6.3;Office Supplies;Appliances
OFF-AP-10002082;Holmes HEPA Air Purifier;21.78;14.2;Office Supplies;Appliances
OFF-AP-10002118;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";208.16;152;Office Supplies;Appliances
OFF-AP-10002191;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;59.98;43.2;Office Supplies;Appliances
OFF-AP-10002203;Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;4.06;3;Office Supplies;Appliances
OFF-AP-10002222;Staple holder;8.67;6.3;Office Supplies;Appliances
OFF-AP-10002287;Eureka Sanitaire  Multi-Pro Heavy-Duty Upright. Disposable Bags;4.37;3.2;Office Supplies;Appliances
OFF-AP-10002311;Holmes Replacement Filter for HEPA Air Cleaner. Very Large Room. HEPA Filter;68.81;38.5;Office Supplies;Appliances
OFF-AP-10002350;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;18.84;13.6;Office Supplies;Appliances
OFF-AP-10002403;Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors;44.01;32.6;Office Supplies;Appliances
OFF-AP-10002439;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;70.97;52.5;Office Supplies;Appliances
OFF-AP-10002457;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum. Red;104.65;76.4;Office Supplies;Appliances
OFF-AP-10002472;3M Office Air Cleaner;25.98;16.9;Office Supplies;Appliances
OFF-AP-10002495;Acco Smartsocket Table Surge Protector. 6 Color-Coded Adapter Outlets;62.05;43.4;Office Supplies;Appliances
OFF-AP-10002518;Kensington 7 Outlet MasterPiece Power Center;177.98;126.4;Office Supplies;Appliances
OFF-AP-10002534;3.6 Cubic Foot Counter Height Office Refrigerator;294.62;212.1;Office Supplies;Appliances
OFF-AP-10002578;Fellowes Premier Superior Surge Suppressor. 10-Outlet. With Phone and Remote;48.92;36.2;Office Supplies;Appliances
OFF-AP-10002651;Hoover Upright Vacuum With Dirt Cup;289.53;205.6;Office Supplies;Appliances
OFF-AP-10002670;Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors;69.48;48.6;Office Supplies;Appliances
OFF-AP-10002684;Acco 7-Outlet Masterpiece Power Center. Wihtout Fax/Phone Line Protection;121.58;85.1;Office Supplies;Appliances
OFF-AP-10002734;Holmes Harmony HEPA Air Purifier for 17 x 20 Room;225.04;128.3;Office Supplies;Appliances
OFF-AP-10002765;Fellowes Advanced Computer Series Surge Protectors;26.49;19.1;Office Supplies;Appliances
OFF-AP-10002867;Fellowes Command Center 5-outlet power strip;67.84;49.5;Office Supplies;Appliances
OFF-AP-10002892;Belkin F5C206VTEL 6 Outlet Surge;22.98;16.1;Office Supplies;Appliances
OFF-AP-10002906;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;2.22;1.6;Office Supplies;Appliances
OFF-AP-10002945;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;300.65;201.4;Office Supplies;Appliances
OFF-AP-10002998;Holmes 99% HEPA Air Purifier;21.66;14.5;Office Supplies;Appliances
OFF-AP-10003040;Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection;33.62;24.9;Office Supplies;Appliances
OFF-AP-10003057;Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room;275.37;168;Office Supplies;Appliances
OFF-AP-10003099;Eureka Hand Vacuum. Bagless;49.43;35.6;Office Supplies;Appliances
OFF-AP-10003217;Eureka Sanitaire  Commercial Upright;165.71;122.6;Office Supplies;Appliances
OFF-AP-10003266;Holmes Replacement Filter for HEPA Air Cleaner. Large Room;14.81;8.6;Office Supplies;Appliances
OFF-AP-10003278;Belkin 7-Outlet SurgeMaster Home Series;13.97;10.3;Office Supplies;Appliances
OFF-AP-10003281;Acco 6 Outlet Guardian Standard Surge Suppressor;12.09;8.5;Office Supplies;Appliances
OFF-AP-10003287;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;50.97;36.7;Office Supplies;Appliances
OFF-AP-10003590;Hoover WindTunnel Plus Canister Vacuum;363.25;261.5;Office Supplies;Appliances
OFF-AP-10003622;Bravo II Megaboss 12-Amp Hard Body Upright. Replacement Belts. 2 Belts per Pack;3.25;2.3;Office Supplies;Appliances
